trip_id,customer_id,gender,age,city,route_id,route_name,origin_stop,destination_stop,bus_type,trip_date,scheduled_departure,actual_departure,scheduled_arrival,actual_arrival,distance_km,fare_inr,discount_inr,payment_mode,booking_channel,trip_status,cancellation_reason,rating,occupancy_pct,weather,is_peak_hour,subscription_type,gps_enabled,complaint_raised,trip_year,trip_month,trip_weekday,delay_minutes,is_delayed,net_revenue_inr,age_group
TRP002604,CUST00102,Female,27.0,Mumbai,RTMU001,Ghatkopar - Vashi,Ghatkopar,Vashi,AC Sleeper,2024-02-29,19:10,19:22,20:46,20:58,32.5,556.0,159.0,Net Banking,Website,Completed,,5.0,73.5,Haze,False,Weekly Pass,True,False,2024,2,Thursday,12.0,True,397.0,26-35
TRP000688,CUST00472,Male,26.0,Delhi NCR,RTDE056,Gurgaon Cyber City - Noida Sector 62,Gurgaon Cyber City,Noida Sector 62,Premium AC,2024-12-13,13:15,13:25,13:41,13:51,8.3,148.0,0.0,Net Banking,Mobile App,Completed,,3.0,92.8,Clear,False,Weekly Pass,True,False,2024,12,Friday,10.0,True,148.0,26-35
TRP001197,CUST01186,Female,37.0,Hyderabad,RTHY034,Gachibowli - HITEC City,Gachibowli,HITEC City,Premium AC,2024-11-14,22:30,22:30,23:21,23:21,20.6,236.0,0.0,Net Banking,Corporate Portal,Completed,,3.0,20.5,Clear,False,Corporate Plan,False,False,2024,11,Thursday,0.0,False,236.0,36-45
TRP000463,CUST00981,Female,36.0,Delhi NCR,RTDE056,Gurgaon Cyber City - Noida Sector 62,Gurgaon Cyber City,Noida Sector 62,AC Seater,2024-07-23,10:50,11:01,11:15,11:26,8.3,107.0,0.0,Wallet,Mobile App,Completed,,5.0,77.7,Haze,True,Single Ride,True,False,2024,7,Tuesday,11.0,True,107.0,36-45
TRP003168,CUST00285,Male,40.0,Chennai,RTCH041,Adyar - Guindy,Adyar,Guindy,AC Sleeper,2024-08-24,08:20,,08:59,,18.2,,0.0,,Kiosk,Cancelled,Traffic/Weather,,,Haze,False,Single Ride,True,False,2024,8,Saturday,,False,,36-45
TRP002697,CUST00962,Female,18.0,Pune,RTPU016,Viman Nagar - Kharadi,Viman Nagar,Kharadi,Premium AC,2024-08-31,10:35,10:37,11:18,11:20,20.5,325.0,0.0,Cash,Kiosk,Completed,,5.0,57.8,Haze,False,Weekly Pass,True,False,2024,8,Saturday,2.0,False,325.0,18-25
TRP003186,CUST00149,Female,23.0,Chennai,RTCH044,Velachery - OMR,Velachery,OMR,Premium AC,2024-01-16,20:55,21:06,21:57,22:08,26.1,452.0,0.0,Debit Card,Kiosk,Delayed-Completed,,4.0,21.0,Haze,True,Single Ride,True,False,2024,1,Tuesday,11.0,True,452.0,18-25
TRP001500,CUST00466,Male,39.0,Hyderabad,RTHY036,Kondapur - Kukatpally,Kondapur,Kukatpally,Premium AC,2024-08-25,15:55,15:55,17:34,17:34,34.6,642.0,0.0,Credit Card,Website,Completed,,5.0,71.1,Clear,False,Corporate Plan,True,False,2024,8,Sunday,0.0,False,642.0,36-45
TRP002691,CUST00398,Male,41.0,Mumbai,RTMU004,Thane West - BKC,Thane West,BKC,Non-AC Seater,2024-07-21,09:35,09:35,10:56,10:56,41.7,557.0,162.0,Net Banking,Mobile App,Completed,,2.0,91.9,Clear,False,Corporate Plan,True,False,2024,7,Sunday,0.0,False,395.0,36-45
TRP002366,CUST00128,Female,23.0,Hyderabad,RTHY034,Gachibowli - HITEC City,Gachibowli,HITEC City,Non-AC Seater,2024-01-27,22:40,,23:19,,20.6,,52.0,,Corporate Portal,Cancelled,Traffic/Weather,,,Rain,False,Monthly Pass,True,False,2024,1,Saturday,,False,,18-25
TRP001433,CUST00514,Male,28.0,Chennai,RTCH044,Velachery - OMR,Velachery,OMR,Premium AC,2024-09-12,21:25,22:10,22:38,23:23,26.1,334.0,0.0,Debit Card,Corporate Portal,Delayed-Completed,,5.0,52.0,Fog,False,Single Ride,True,False,2024,9,Thursday,45.0,True,334.0,26-35
TRP001973,CUST00947,Male,29.0,Pune,RTPU014,Shivajinagar - Aundh,Shivajinagar,Aundh,AC Seater,2024-03-28,10:45,10:45,11:12,,9.3,94.0,0.0,Credit Card,Kiosk,No-show,Customer Request,,89.5,Heavy Rain,False,Monthly Pass,True,False,2024,3,Thursday,0.0,False,94.0,26-35
TRP000144,CUST00774,Female,31.0,Mumbai,RTMU003,Andheri East - Powai,Andheri East,Powai,AC Sleeper,2024-12-01,18:10,18:10,18:56,18:56,22.8,355.0,0.0,Wallet,Website,Completed,,4.0,77.3,Haze,False,Corporate Plan,True,False,2024,12,Sunday,0.0,False,355.0,26-35
TRP002096,CUST00098,Male,28.0,Pune,RTPU016,Viman Nagar - Kharadi,Viman Nagar,Kharadi,Premium AC,2024-10-04,08:15,08:15,08:53,,20.5,255.0,0.0,Net Banking,Kiosk,No-show,Customer Request,,68.2,Clear,False,Single Ride,True,False,2024,10,Friday,0.0,False,255.0,26-35
TRP000619,CUST00299,Male,38.0,Bangalore,RTBA026,Electronic City - Bannerghatta Road,Electronic City,Bannerghatta Road,AC Sleeper,2024-04-07,16:40,16:50,18:26,18:36,39.4,675.0,111.0,Credit Card,Kiosk,Delayed-Completed,,5.0,70.9,Haze,False,Single Ride,True,False,2024,4,Sunday,10.0,True,564.0,36-45
TRP000800,CUST00902,Female,18.0,Bangalore,RTBA029,Yelahanka - HSR Layout,Yelahanka,HSR Layout,Non-AC Seater,2024-08-23,16:15,16:21,17:12,17:18,27.2,295.0,0.0,Debit Card,Mobile App,Completed,,4.0,37.8,Heavy Rain,False,Corporate Plan,True,False,2024,8,Friday,6.0,True,295.0,18-25
TRP001786,CUST00337,Male,19.0,Pune,RTPU016,Viman Nagar - Kharadi,Viman Nagar,Kharadi,AC Sleeper,2024-03-11,22:15,22:15,22:57,22:57,20.5,338.0,0.0,Wallet,Kiosk,Completed,,4.0,17.0,Fog,False,Corporate Plan,True,False,2024,3,Monday,0.0,False,338.0,18-25
TRP000261,CUST00773,Female,31.0,Chennai,RTCH043,Guindy - Anna Nagar,Guindy,Anna Nagar,AC Sleeper,2024-06-06,09:40,10:22,10:57,11:39,33.6,397.0,0.0,UPI,Kiosk,Delayed-Completed,,,34.2,Rain,True,Monthly Pass,True,False,2024,6,Thursday,42.0,True,397.0,26-35
TRP000498,CUST00147,Female,42.0,Bangalore,RTBA027,Yelahanka - Bannerghatta Road,Yelahanka,Bannerghatta Road,Premium AC,2024-06-23,12:40,12:40,14:20,14:20,33.5,458.0,0.0,Wallet,Kiosk,Completed,,3.0,28.9,Fog,False,Corporate Plan,True,False,2024,6,Sunday,0.0,False,458.0,36-45
TRP001753,CUST00030,Male,38.0,Mumbai,RTMU006,Malad West - Lower Parel,Malad West,Lower Parel,Premium AC,2024-05-04,14:00,14:08,15:00,15:08,29.8,369.0,0.0,Net Banking,Mobile App,Completed,,,75.7,Clear,False,Monthly Pass,True,False,2024,5,Saturday,8.0,True,369.0,36-45
TRP001033,CUST00119,Female,31.0,Mumbai,RTMU002,Andheri East - Thane West,Andheri East,Thane West,AC Seater,2024-06-28,22:15,22:15,23:22,23:22,24.5,333.0,0.0,Net Banking,Corporate Portal,Completed,,4.0,59.8,Clear,False,Corporate Plan,True,False,2024,6,Friday,0.0,False,333.0,26-35
TRP002407,CUST00627,Male,29.0,Chennai,RTCH041,Adyar - Guindy,Adyar,Guindy,Non-AC Seater,2024-10-11,17:35,17:35,18:12,,18.2,243.0,19.0,Debit Card,Website,No-show,Customer Request,,42.5,Clear,True,Weekly Pass,True,False,2024,10,Friday,0.0,False,224.0,26-35
TRP002049,CUST00377,Female,33.0,Hyderabad,RTHY040,Uppal - Gachibowli,Uppal,Gachibowli,AC Seater,2024-05-22,20:10,20:06,20:29,20:25,9.1,92.0,13.0,Net Banking,Kiosk,Completed,,5.0,60.1,Clear,True,Corporate Plan,True,False,2024,5,Wednesday,-4.0,False,79.0,26-35
TRP000627,CUST00920,Male,28.0,Mumbai,RTMU007,Thane West - Borivali,Thane West,Borivali,AC Sleeper,2024-10-30,13:00,13:00,13:47,13:47,22.1,236.0,0.0,Credit Card,Mobile App,Completed,,4.0,80.2,Fog,False,Corporate Plan,True,False,2024,10,Wednesday,0.0,False,236.0,26-35
TRP001987,CUST00281,Female,35.0,Pune,RTPU015,Baner - Kharadi,Baner,Kharadi,Premium AC,2024-03-18,18:20,18:20,19:27,19:27,24.4,322.0,0.0,Debit Card,Kiosk,Completed,,,98.3,Cloudy,True,Weekly Pass,True,False,2024,3,Monday,0.0,False,322.0,26-35
TRP002243,CUST01126,Female,30.0,Delhi NCR,RTDE060,Greater Noida - Connaught Place,Greater Noida,Connaught Place,AC Seater,2024-04-03,20:45,21:14,22:25,22:54,31.3,289.0,0.0,Wallet,Corporate Portal,Delayed-Completed,,,61.3,Heavy Rain,True,Corporate Plan,True,False,2024,4,Wednesday,29.0,True,289.0,26-35
TRP002680,CUST00361,Female,47.0,Hyderabad,RTHY033,Miyapur - Kondapur,Miyapur,Kondapur,Premium AC,2024-07-09,19:35,19:37,20:44,20:46,30.4,541.0,0.0,Debit Card,Website,Completed,,2.0,17.3,Rain,True,Corporate Plan,True,False,2024,7,Tuesday,2.0,False,541.0,46-60
TRP000442,CUST01101,Male,26.0,Mumbai,RTMU007,Thane West - Borivali,Thane West,Borivali,AC Seater,2024-05-21,07:25,,08:30,,22.1,,0.0,,Kiosk,Cancelled,Bus Breakdown,,,Cloudy,False,Corporate Plan,True,False,2024,5,Tuesday,,False,,26-35
TRP001270,CUST00097,Male,30.0,Hyderabad,RTHY033,Miyapur - Kondapur,Miyapur,Kondapur,Premium AC,2024-09-11,12:10,12:25,13:08,13:23,30.4,589.0,30.0,Wallet,Mobile App,Delayed-Completed,,,71.3,Heavy Rain,False,Single Ride,True,False,2024,9,Wednesday,15.0,True,559.0,26-35
TRP002112,CUST00917,Male,33.0,Pune,RTPU015,Baner - Kharadi,Baner,Kharadi,AC Seater,2024-08-14,17:40,17:40,18:31,18:31,24.4,225.0,0.0,Cash,Kiosk,Completed,,4.0,37.9,Heavy Rain,True,Weekly Pass,True,False,2024,8,Wednesday,0.0,False,225.0,26-35
TRP001482,CUST01220,Female,32.0,Pune,RTPU012,Aundh - Magarpatta,Aundh,Magarpatta,AC Seater,2024-02-02,22:40,22:43,23:32,23:35,27.6,325.0,0.0,Credit Card,Mobile App,Completed,,5.0,81.9,Heavy Rain,False,Corporate Plan,True,False,2024,2,Friday,3.0,False,325.0,26-35
TRP002626,CUST00819,Male,50.0,Delhi NCR,RTDE057,Rohini - Indirapuram,Rohini,Indirapuram,AC Seater,2024-10-16,08:35,08:30,09:01,08:56,10.3,88.0,0.0,Wallet,Mobile App,Completed,,,40.6,Haze,True,Single Ride,True,False,2024,10,Wednesday,-5.0,False,88.0,46-60
TRP000360,CUST00002,Male,31.0,Chennai,RTCH049,Velachery - Tambaram,Velachery,Tambaram,Premium AC,2024-01-22,11:45,11:45,12:57,,37.6,498.0,0.0,Credit Card,Kiosk,No-show,Customer Request,,59.3,Heavy Rain,False,Corporate Plan,True,False,2024,1,Monday,0.0,False,498.0,26-35
TRP000842,CUST00029,Female,34.0,Pune,RTPU018,Kharadi - Magarpatta,Kharadi,Magarpatta,AC Sleeper,2024-08-23,07:50,07:50,09:29,09:29,40.7,602.0,0.0,Net Banking,Kiosk,Completed,,5.0,71.0,Haze,True,Weekly Pass,False,False,2024,8,Friday,0.0,False,602.0,26-35
TRP001163,CUST01209,Female,19.0,Pune,RTPU017,Kharadi - Baner,Kharadi,Baner,Premium AC,2024-06-17,10:35,10:35,11:57,11:57,27.7,401.0,0.0,Net Banking,Mobile App,Completed,,3.0,40.6,Fog,True,Monthly Pass,False,False,2024,6,Monday,0.0,False,401.0,18-25
TRP000956,CUST01188,Female,26.0,Hyderabad,RTHY032,Kukatpally - Miyapur,Kukatpally,Miyapur,Premium AC,2024-03-23,19:10,19:05,20:30,20:25,33.1,610.0,0.0,Cash,Kiosk,Completed,,5.0,27.6,Cloudy,False,Weekly Pass,True,False,2024,3,Saturday,-5.0,False,610.0,26-35
TRP000986,CUST00011,Female,26.0,Delhi NCR,RTDE054,Faridabad - Noida Sector 62,Faridabad,Noida Sector 62,AC Sleeper,2024-02-08,14:30,14:30,15:12,15:12,18.7,276.0,0.0,Wallet,Website,Completed,,2.0,91.0,Cloudy,False,Single Ride,True,False,2024,2,Thursday,0.0,False,276.0,26-35
TRP001510,CUST00095,Other,43.0,Bangalore,RTBA026,Electronic City - Bannerghatta Road,Electronic City,Bannerghatta Road,Non-AC Seater,2024-02-10,22:40,22:40,00:42,,39.4,376.0,66.0,Net Banking,Website,No-show,Payment Failed,,53.0,Fog,False,Weekly Pass,True,False,2024,2,Saturday,0.0,False,310.0,36-45
TRP002684,CUST01268,Female,31.0,Mumbai,RTMU007,Thane West - Borivali,Thane West,Borivali,Premium AC,2024-05-27,09:35,09:35,10:26,,22.1,267.0,0.0,Credit Card,Website,No-show,Customer Request,,26.7,Cloudy,False,Weekly Pass,True,False,2024,5,Monday,0.0,False,267.0,26-35
TRP001919,CUST00114,Male,25.0,Bangalore,RTBA028,Hebbal - Whitefield,Hebbal,Whitefield,AC Sleeper,2024-07-15,07:15,07:15,08:32,08:32,32.7,383.0,0.0,Wallet,Corporate Portal,Completed,,4.0,79.9,Rain,True,Monthly Pass,True,False,2024,7,Monday,0.0,False,383.0,18-25
TRP001208,CUST00710,Male,36.0,Hyderabad,RTHY036,Kondapur - Kukatpally,Kondapur,Kukatpally,Non-AC Seater,2024-09-24,19:50,19:50,21:30,21:30,34.6,341.0,0.0,UPI,Corporate Portal,Completed,,3.0,40.9,Rain,True,Monthly Pass,True,False,2024,9,Tuesday,0.0,False,341.0,36-45
TRP000219,CUST00064,Female,31.0,Hyderabad,RTHY032,Kukatpally - Miyapur,Kukatpally,Miyapur,AC Sleeper,2024-05-10,18:40,,19:49,,33.1,,0.0,,Mobile App,Cancelled,Route Diverted,,,Haze,False,Weekly Pass,False,False,2024,5,Friday,,False,,26-35
TRP003038,CUST00199,Male,18.0,Chennai,RTCH044,Velachery - OMR,Velachery,OMR,AC Sleeper,2024-06-11,09:25,09:25,10:36,,26.1,419.0,28.0,UPI,Kiosk,No-show,Customer Request,,74.7,Clear,True,Single Ride,True,False,2024,6,Tuesday,0.0,False,391.0,18-25
TRP000182,CUST01217,Female,31.0,Delhi NCR,RTDE060,Greater Noida - Connaught Place,Greater Noida,Connaught Place,Non-AC Seater,2024-02-04,07:30,07:30,09:04,,31.3,402.0,99.0,Cash,Website,No-show,Payment Failed,,77.3,Rain,False,Monthly Pass,True,False,2024,2,Sunday,0.0,False,303.0,26-35
TRP001120,CUST01037,Female,20.0,Pune,RTPU016,Viman Nagar - Kharadi,Viman Nagar,Kharadi,Premium AC,2024-03-26,10:40,10:40,11:27,11:27,20.5,385.0,0.0,Net Banking,Mobile App,Completed,,4.0,63.4,Rain,True,Monthly Pass,True,False,2024,3,Tuesday,0.0,False,385.0,18-25
TRP002406,CUST00485,Female,33.0,Bangalore,RTBA024,Hebbal - Electronic City,Hebbal,Electronic City,Premium AC,2024-09-25,13:50,13:50,14:25,14:25,17.8,314.0,16.0,Wallet,Corporate Portal,Completed,,5.0,53.0,Cloudy,False,Monthly Pass,True,False,2024,9,Wednesday,0.0,False,298.0,26-35
TRP002509,CUST00263,Female,26.0,Chennai,RTCH050,Tambaram - Adyar,Tambaram,Adyar,AC Sleeper,2024-06-03,21:00,21:45,21:25,22:10,8.4,98.0,0.0,Debit Card,Corporate Portal,Delayed-Completed,,5.0,83.3,Clear,False,Weekly Pass,True,False,2024,6,Monday,45.0,True,98.0,26-35
TRP001438,CUST00144,Male,25.0,Mumbai,RTMU005,Lower Parel - Mulund,Lower Parel,Mulund,AC Seater,2024-10-24,20:50,20:50,21:20,21:20,10.9,92.0,19.0,Credit Card,Website,Completed,,,97.1,Cloudy,True,Corporate Plan,True,False,2024,10,Thursday,0.0,False,73.0,18-25
TRP002324,CUST00014,Male,37.0,Pune,RTPU017,Kharadi - Baner,Kharadi,Baner,AC Seater,2024-08-06,20:10,20:10,21:39,21:39,27.7,248.0,0.0,Debit Card,Website,Completed,,5.0,89.4,Rain,True,Monthly Pass,True,False,2024,8,Tuesday,0.0,False,248.0,36-45
TRP002372,CUST00851,Female,32.0,Pune,RTPU017,Kharadi - Baner,Kharadi,Baner,Premium AC,2024-03-16,10:15,10:36,11:09,11:30,27.7,354.0,0.0,Credit Card,Website,Delayed-Completed,,,51.2,Cloudy,False,Corporate Plan,True,False,2024,3,Saturday,21.0,True,354.0,26-35
TRP000640,CUST00350,Male,29.0,Hyderabad,RTHY032,Kukatpally - Miyapur,Kukatpally,Miyapur,AC Seater,2024-01-21,21:35,21:35,22:48,22:48,33.1,410.0,0.0,Wallet,Mobile App,Completed,,5.0,97.9,Heavy Rain,False,Monthly Pass,True,False,2024,1,Sunday,0.0,False,410.0,26-35
TRP002161,CUST00319,Female,22.0,Delhi NCR,RTDE051,Vasant Kunj - Saket,Vasant Kunj,Saket,Non-AC Seater,2024-12-30,10:25,10:26,11:28,11:29,25.7,249.0,0.0,Wallet,Kiosk,Completed,,5.0,32.4,Rain,True,Monthly Pass,True,False,2024,12,Monday,1.0,False,249.0,18-25
TRP001557,CUST00584,Male,29.0,Chennai,RTCH050,Tambaram - Adyar,Tambaram,Adyar,AC Seater,2024-01-14,16:00,16:06,16:17,16:23,8.4,84.0,0.0,Net Banking,Kiosk,Completed,,,79.7,Rain,False,Single Ride,True,True,2024,1,Sunday,6.0,True,84.0,26-35
TRP002998,CUST01204,Male,46.0,Chennai,RTCH049,Velachery - Tambaram,Velachery,Tambaram,AC Sleeper,2024-10-29,10:25,10:26,11:43,11:44,37.6,458.0,0.0,Cash,Corporate Portal,Completed,,,36.0,Cloudy,True,Weekly Pass,True,False,2024,10,Tuesday,1.0,False,458.0,46-60
TRP002865,CUST00441,Male,39.0,Chennai,RTCH042,Anna Nagar - Porur,Anna Nagar,Porur,AC Sleeper,2024-04-16,12:55,13:06,14:14,14:25,33.4,551.0,0.0,Debit Card,Website,Completed,,5.0,38.1,Fog,False,Single Ride,True,False,2024,4,Tuesday,11.0,True,551.0,36-45
TRP001167,CUST00058,Other,18.0,Pune,RTPU013,Hadapsar - Kothrud,Hadapsar,Kothrud,AC Sleeper,2024-03-20,15:15,15:15,15:38,15:38,9.1,158.0,39.0,Wallet,Kiosk,Completed,,2.0,99.2,Cloudy,False,Weekly Pass,True,False,2024,3,Wednesday,0.0,False,119.0,18-25
TRP001739,CUST00842,Male,23.0,Delhi NCR,RTDE053,Indirapuram - Rohini,Indirapuram,Rohini,Premium AC,2024-04-29,07:15,07:15,09:12,09:12,41.8,569.0,0.0,Credit Card,Corporate Portal,Completed,,3.0,19.4,Clear,True,Monthly Pass,True,False,2024,4,Monday,0.0,False,569.0,18-25
TRP002017,CUST01305,Male,19.0,Bangalore,RTBA030,Indiranagar - Yelahanka,Indiranagar,Yelahanka,AC Seater,2024-04-09,13:15,13:15,13:34,13:34,10.1,113.0,0.0,UPI,Corporate Portal,Completed,,1.0,42.0,Fog,False,Single Ride,True,False,2024,4,Tuesday,0.0,False,113.0,18-25
TRP003098,CUST01316,Male,40.0,Bangalore,RTBA029,Yelahanka - HSR Layout,Yelahanka,HSR Layout,AC Seater,2024-11-12,14:15,14:18,15:16,15:19,27.2,268.0,0.0,UPI,Mobile App,Completed,,5.0,94.1,Fog,False,Weekly Pass,True,False,2024,11,Tuesday,3.0,False,268.0,36-45
TRP001940,CUST00513,Female,37.0,Delhi NCR,RTDE059,Saket - Faridabad,Saket,Faridabad,AC Seater,2024-04-24,09:40,09:35,10:39,10:34,25.9,352.0,0.0,Cash,Website,Completed,,,37.2,Heavy Rain,True,Weekly Pass,True,True,2024,4,Wednesday,-5.0,False,352.0,36-45
TRP000660,CUST01214,Female,34.0,Pune,RTPU018,Kharadi - Magarpatta,Kharadi,Magarpatta,Premium AC,2024-07-07,19:00,18:59,20:17,20:16,40.7,574.0,0.0,Cash,Mobile App,Completed,,3.0,85.2,Haze,False,Single Ride,True,False,2024,7,Sunday,-1.0,False,574.0,26-35
TRP000449,CUST00809,Male,30.0,Pune,RTPU016,Viman Nagar - Kharadi,Viman Nagar,Kharadi,Premium AC,2024-08-23,18:20,18:20,19:20,,20.5,352.0,0.0,Credit Card,Website,No-show,Payment Failed,,66.6,Cloudy,True,Weekly Pass,False,False,2024,8,Friday,0.0,False,352.0,26-35
TRP001560,CUST01341,Female,31.0,Bangalore,RTBA028,Hebbal - Whitefield,Hebbal,Whitefield,Non-AC Seater,2024-03-19,07:15,07:15,08:58,08:58,32.7,415.0,0.0,Credit Card,Kiosk,Completed,,3.0,81.6,Clear,False,Single Ride,True,False,2024,3,Tuesday,0.0,False,415.0,26-35
TRP002758,CUST01207,Female,40.0,Chennai,RTCH049,Velachery - Tambaram,Velachery,Tambaram,Premium AC,2024-05-25,17:00,17:03,18:53,18:56,37.6,449.0,0.0,Debit Card,Website,Completed,,2.0,70.0,Haze,False,Monthly Pass,True,False,2024,5,Saturday,3.0,False,449.0,36-45
TRP002019,CUST00375,Female,36.0,Hyderabad,RTHY031,Kukatpally - Gachibowli,Kukatpally,Gachibowli,AC Sleeper,2024-09-08,09:20,09:20,10:40,,38.9,503.0,96.0,Debit Card,Corporate Portal,No-show,Customer Request,,60.8,Heavy Rain,False,Monthly Pass,True,False,2024,9,Sunday,0.0,False,407.0,36-45
TRP003075,CUST00085,Female,23.0,Delhi NCR,RTDE057,Rohini - Indirapuram,Rohini,Indirapuram,AC Sleeper,2024-01-18,22:10,22:10,22:33,22:33,10.3,157.0,12.0,Wallet,Corporate Portal,Completed,,5.0,15.4,Haze,False,Single Ride,True,False,2024,1,Thursday,0.0,False,145.0,18-25
TRP001021,CUST00432,Male,37.0,Mumbai,RTMU004,Thane West - BKC,Thane West,BKC,AC Seater,2024-02-25,17:00,17:41,18:19,19:00,41.7,340.0,0.0,Cash,Kiosk,Delayed-Completed,,5.0,44.1,Haze,False,Weekly Pass,True,False,2024,2,Sunday,41.0,True,340.0,36-45
TRP003055,CUST01084,Male,30.0,Bangalore,RTBA023,Whitefield - Yelahanka,Whitefield,Yelahanka,AC Sleeper,2024-05-22,18:50,18:50,20:20,,35.1,389.0,0.0,Debit Card,Mobile App,No-show,Customer Request,,58.7,Cloudy,True,Monthly Pass,True,False,2024,5,Wednesday,0.0,False,389.0,26-35
TRP002531,CUST01388,Female,36.0,Mumbai,RTMU010,Ghatkopar - Lower Parel,Ghatkopar,Lower Parel,AC Seater,2024-11-08,22:05,22:05,23:05,23:05,28.6,362.0,0.0,Cash,Website,Completed,,,99.6,Haze,False,Single Ride,True,False,2024,11,Friday,0.0,False,362.0,36-45
TRP000338,CUST01330,Female,32.0,Mumbai,RTMU002,Andheri East - Thane West,Andheri East,Thane West,AC Sleeper,2024-09-22,07:00,07:00,08:20,08:20,24.5,401.0,0.0,Credit Card,Mobile App,Completed,,,30.8,Rain,False,Monthly Pass,True,False,2024,9,Sunday,0.0,False,401.0,26-35
TRP002014,CUST00290,Female,49.0,Bangalore,RTBA025,Hebbal - Marathahalli,Hebbal,Marathahalli,AC Sleeper,2024-07-28,08:10,08:10,08:35,08:35,9.2,147.0,0.0,Net Banking,Corporate Portal,Completed,,3.0,44.4,Fog,False,Single Ride,True,True,2024,7,Sunday,0.0,False,147.0,46-60
TRP001844,CUST01034,Female,36.0,Delhi NCR,RTDE052,Rohini - Faridabad,Rohini,Faridabad,AC Sleeper,2024-05-02,17:55,17:55,19:02,19:02,31.0,353.0,0.0,Credit Card,Mobile App,Completed,,3.0,69.9,Rain,True,Weekly Pass,True,False,2024,5,Thursday,0.0,False,353.0,36-45
TRP000662,CUST00611,Male,26.0,Pune,RTPU016,Viman Nagar - Kharadi,Viman Nagar,Kharadi,Premium AC,2024-04-20,06:30,07:11,07:24,08:05,20.5,263.0,44.0,Debit Card,Kiosk,Delayed-Completed,,5.0,61.0,Cloudy,False,Weekly Pass,True,False,2024,4,Saturday,41.0,True,219.0,26-35
TRP000436,CUST00609,Female,19.0,Delhi NCR,RTDE054,Faridabad - Noida Sector 62,Faridabad,Noida Sector 62,Premium AC,2024-03-22,10:20,10:20,10:56,10:56,18.7,299.0,0.0,Net Banking,Mobile App,Completed,,5.0,43.6,Heavy Rain,False,Single Ride,True,False,2024,3,Friday,0.0,False,299.0,18-25
TRP001126,CUST00244,Female,35.0,Mumbai,RTMU006,Malad West - Lower Parel,Malad West,Lower Parel,AC Seater,2024-05-14,09:20,09:24,10:23,10:27,29.8,409.0,23.0,Wallet,Corporate Portal,Completed,,,92.3,Fog,True,Corporate Plan,True,False,2024,5,Tuesday,4.0,False,386.0,26-35
TRP001680,CUST00840,Male,26.0,Hyderabad,RTHY040,Uppal - Gachibowli,Uppal,Gachibowli,AC Sleeper,2024-09-03,14:00,14:07,14:25,14:32,9.1,136.0,0.0,Cash,Mobile App,Completed,,5.0,78.7,Fog,False,Weekly Pass,True,False,2024,9,Tuesday,7.0,True,136.0,26-35
TRP001054,CUST01096,Male,23.0,Chennai,RTCH042,Anna Nagar - Porur,Anna Nagar,Porur,Non-AC Seater,2024-07-22,21:55,21:55,23:06,23:06,33.4,315.0,19.0,UPI,Kiosk,Completed,,,35.4,Clear,False,Corporate Plan,True,False,2024,7,Monday,0.0,False,296.0,18-25
TRP002184,CUST00268,Male,32.0,Mumbai,RTMU001,Ghatkopar - Vashi,Ghatkopar,Vashi,AC Seater,2024-09-19,07:55,07:55,09:13,09:13,32.5,411.0,61.0,Debit Card,Kiosk,Completed,,4.0,68.6,Heavy Rain,True,Single Ride,True,False,2024,9,Thursday,0.0,False,350.0,26-35
TRP002154,CUST01358,Male,18.0,Pune,RTPU020,Aundh - Kharadi,Aundh,Kharadi,AC Sleeper,2024-09-24,11:55,11:55,13:28,,32.8,360.0,104.0,Cash,Corporate Portal,No-show,Payment Failed,,73.1,Haze,False,Monthly Pass,True,False,2024,9,Tuesday,0.0,False,256.0,18-25
TRP002178,CUST00534,Male,45.0,Chennai,RTCH047,Sholinganallur - Tambaram,Sholinganallur,Tambaram,Premium AC,2024-06-24,20:55,21:04,21:50,21:59,24.1,421.0,0.0,Wallet,Kiosk,Completed,,5.0,96.4,Heavy Rain,True,Corporate Plan,True,False,2024,6,Monday,9.0,True,421.0,36-45
TRP001179,CUST01237,Female,23.0,Hyderabad,RTHY040,Uppal - Gachibowli,Uppal,Gachibowli,Non-AC Seater,2024-03-06,07:40,07:40,07:57,,9.1,113.0,20.0,Credit Card,Mobile App,No-show,Payment Failed,,54.2,Fog,True,Single Ride,False,False,2024,3,Wednesday,0.0,False,93.0,18-25
TRP001407,CUST00117,Female,32.0,Delhi NCR,RTDE056,Gurgaon Cyber City - Noida Sector 62,Gurgaon Cyber City,Noida Sector 62,AC Seater,2024-06-06,19:00,19:00,19:22,19:22,8.3,98.0,0.0,Credit Card,Corporate Portal,Completed,,4.0,51.1,Fog,True,Monthly Pass,True,False,2024,6,Thursday,0.0,False,98.0,26-35
TRP000862,CUST00382,Female,36.0,Bangalore,RTBA025,Hebbal - Marathahalli,Hebbal,Marathahalli,Premium AC,2024-07-30,09:25,09:25,09:47,09:47,9.2,148.0,0.0,UPI,Website,Completed,,,42.4,Heavy Rain,True,Monthly Pass,True,False,2024,7,Tuesday,0.0,False,148.0,36-45
TRP001474,CUST01361,Female,33.0,Pune,RTPU015,Baner - Kharadi,Baner,Kharadi,AC Seater,2024-02-24,10:05,10:05,11:15,11:15,24.4,316.0,71.0,Debit Card,Corporate Portal,Completed,,5.0,47.3,Rain,False,Monthly Pass,False,False,2024,2,Saturday,0.0,False,245.0,26-35
